TenDiaDanh,DiaChi,NoiDung,ImageURL
Bản Bước,"Xóm Bước, Xã Săm Khóe, Huyện Mai Châu, Hoà Bình","Cách trung tâm huyện khoảng 25km về phía Tây Nam, Bản Bước xã Xăm Khòe nằm trọn trên một khu đồi được bao phủ bởi rừng cọ xanh. Xóm Bước vẫn giữ được nét nguyên sơ, đậm đà bản sắc văn hóa dân tộc. Cũng vì lẽ đó mà nơi đây được chọn để xây dựng dự án “Bản người Thái gắn với du lịch”.",N/A
Hồ Hoàn Kiếm,"Hồ Hoàn Kiếm còn được gọi là Hồ Gươm là một hồ nước ngọt tự nhiên, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội",,N/A
Quần đảo Nam Du,"Nằm ở phía đông nam đảo Phú Quốc, Xã Nam Du, Huyện Kiên Hải, Kiên Giang",,N/A
Hòn Một,"Tọa lạc ở phía đông bắc của đảo Ngọc Phú Quốc, Xã Bãi Thơm, Thành phố Phú Quốc, Kiên Giang",,N/A
Hòn Gầm Ghì,"Còn gọi là Hòn Dăm Ngang, nằm ở nơi xa nhất về phía nam của quần đảo An Thới, Phường An Thới, Thành phố Phú Quốc, Kiên Giang",,N/A
Hòn Mây Rút,"Hòn Mây Rút Trong là một trong những hòn đảo lớn nằm ở phía Nam thuộc quần đảo An Thới, Xã Hòn Thơm, Thành phố Phú Quốc, Kiên Giang",,N/A
Côn Đảo,"Côn Đảo là một quần đảo nằm ở phía Đông Nam, Huyện Côn Đảo, Bà Rịa - Vũng Tàu",,N/A
Hòn Móng Tay,"Nằm về phía Bắc đảo Phú Quốc, Xã Dương Hòa, Huyện Kiên Lương, Kiên Giang",,N/A
Hòn Thơm,"Hòn Thơm, còn được gọi là Đảo Dứa, là hòn đảo lớn nhất thuộc quần đảo An Thới, Phường An Thới, Thành phố Phú Quốc, Kiên Giang",,N/A
Hồ Tà Pạ,"Hồ Tà Pạ là một hồ nước sâu nằm trên đồi Tà Pạ, trong vùng Thất Sơn huyền bí, Xã Núi Tô, Huyện Tri Tôn, An Giang",,N/A
Rừng tràm Trà Sư,"Rừng tràm Trà Sư là tên gọi cánh rừng có nhiều cây tràm tọa lạc gần khu vực núi Trà Sư, Xã Văn Giáo, Huyện Tịnh Biên, An Giang",,N/A
Cánh đồng Tà Pạ,"Cánh đồng Tà Pạ nằm dưới chân núi Tà Pạ và Cô Tô, Xã Núi Tô, Huyện Tri Tôn, An Giang",,N/A
Cồn Phụng (Cồn Đạo Dừa),"Nằm trên một cù lao nổi giữa sông Mỹ Tho, Xã Tân Thạch, Huyện Châu Thành, Bến Tre",,N/A
Đồng sen Tháp Mười,"Tọa lạc tại một vùng quê dân dã và bình yên , Xã Mỹ Hòa, Huyện Tháp Mười, Đồng Tháp",,N/A
Vườn Quốc gia Tràm Chim,"Thuộc địa phận 7 xã: Tân Công Sinh, Phú Đức, Phú Thọ, Phú Thành A, Phú Thành B, Phú Hiệp, Thị trấn Tràm Chim, Huyện Tam Nông, Đồng Tháp",,N/A
Làng hoa Sa Đéc,"Cách trung tâm thành phố Sa Đéc 03km, Phường Tân Quy Đông, Thành phố Sa Đéc, Đồng Tháp",,N/A
Thác Voi,"Thác Voi là thác trên dòng suối Đa Mlo tại vùng đất Thôn 8, Xã Đồng Nai, Huyện Bù Đăng, Bình Phước",,N/A
Bãi biển Hồ Cốc,"Hồ Cốc là bãi biển nhỏ nằm trên địa bàn xã Bưng Riềng, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",,N/A
Thung Nai,N/A,"Thung Nai là một xã lòng hồ trên sông Đà thuộc huyện Cao Phong, tỉnh Hòa Bình, nằm cách trung tâm thành phố Hòa Bình khoảng 25 km. Với vẻ đẹp kỳ thú, Thung Nai được nhiều du khách trong và ngoài nước yêu mến gọi là “Vịnh Hạ Long trên núi"". Nhờ hệ thống núi đá vôi rất đặc trưng của Hòa Bình, khi ngập nước, Thung Nai chẳng khác nào một Hạ Long thu nhỏ.",N/A
Khu Du lịch Sinh thái Vàm Sát,"Tiểu khu 15A, Xã Lý Nhơn, Huyện Cần Giờ, Thành phố Hồ Chí Minh",,N/A
Thung lũng Mai Châu,N/A,"Thung Lũng Mai Châu là địa danh thuộc tỉnh Hòa Bình, chỉ cách Hà Nội 140 km theo hướng Tây Bắc. Mai Châu tuyệt đẹp, đó là một bức tranh sinh động về cuộc sống nơi xứ núi được tạo bởi nhiều yếu tố. Đến thung lũng Mai Châu vào thời điểm nào, bạn cũng cảm nhận được hương vị cuộc sống nơi đây. Đó là sự bình yên đến trong trẻo của không gian sống, là khung cảnh đẹp đến mê hồn của dáng núi, dáng nhà, dáng người và bức tranh tổng thể của cả thung lũng đa sắc màu.",N/A
Vườn quốc gia Nam Cát Tiên,"VQGNam Cát Tiên nằm trên địa phận 3 tỉnh: Đồng Nai, Lâm Đồng, Bình Phước, Lâm Đồng",,N/A
"Nhà trưng bày hiện vật, cổ vật văn hoá Thái",N/A,"Bên cạnh những bản làng du lịch cộng đồng rất đặc trưng như bản Lác, bản Pom Cọong,… Mai Châu còn được biết đến với Nhà trưng bày hiện vật, cổ vật văn hoá Thái. Đây là một trong số ít những nơi lưu giữ nét văn hóa truyền thống của người dân tộc Thái, tỉnh Hoà Bình.",N/A
Lũng Vân,N/A,"Lũng Vân là địa danh nổi tiếng của một trong bốn cái nôi văn hóa lớn và cổ xưa nhất ở xứ Mường Hòa Bình (Mường Bi, Mường Vang, Mường Thàng, Mường Động), Lũng Vân được ví như nóc nhà xứ Mường bởi cảnh sắc thiên nhiên tươi đẹp, hùng vỹ và nguyên vẹn nhiều nét sinh hoạt truyền thống của người Mường.",N/A
Đèo Long Lanh,"Đèo Long Lanh được biết đến với những cái tên như đèo Omega, đèo Hòn Giao, Bidoup, Huyện Lạc Dương, Lâm Đồng",,N/A
Thác Đambri,"Là một thác nước trên dòng Đa M'bri , Xã Đạm Bri, Thành phố Bảo Lộc, Lâm Đồng",,N/A
Động Thiên Long,N/A,Động Thiên Long cũng là một trong những điểm du lịch hấp dẫn không thể bỏ qua khi tới Hòa Bình. Động nằm trong một quần thể tập hợp các di tích của huyện Yên Thủy gồm có một động chính (chính cung) và hai ngách động nhỏ (tả cung và hữu cung).,N/A
Cánh đồng Cẩm Tú Cầu,"Tổ 1, Thôn Đường Lộc Quý, Xã Xuân Thọ, Thành phố Đà Lạt, Lâm Đồng",,N/A
Động Hoa Tiên,"Xóm Ngòi, Xã Suối Hoa, Huyện Tân Lạc, Hoà Bình","Di tích động Hoa Tiên tọa lạc trong lòng dãy núi đá vôi, núi Bà thuộc xóm Ngòi, xã Suối Hoa, huyện Tân Lạc, tỉnh Hòa Bình. Cách nơi di tích tọa lạc khoảng 1km về phía Đông, có một hồ nước rộng, trong xanh dân trong vùng gọi là hồ tiên tắm.",N/A
Động Đá Bạc,"xóm Đá Bạc, Xã Liên Sơn, Huyện Lương Sơn, Hoà Bình","Tọa lạc trong lòng núi Cóc (xóm Đá Bạc, xã Liên Sơn, huyện Lương Sơn, tỉnh Hòa Bình), động Ðá Bạc mang vẻ đẹp kì thú, thu hút đông đảo du khách tham quan.",N/A
Di tích lịch sử Nhà máy in tiền,N/A,"Với giá trị tuyền thống lịch sử, là nhà máy in tiền đầu tiên của Chính quyền cách mạng Việt Nam - nơi hai lần đón Bác Hồ về thăm, được công nhận là di tích lịch sử cấp Quốc gia, khu di tích nhà máy in tiền, xã Phú Nghĩa (Lạc Thủy) đã và đang là điểm điểm không thể bỏ qua trong chuỗi hành trình thăm quan, trải nghiệm vùng đất Lạc Thủy anh hùng, nhất là dịp đầu năm.",N/A
Đèo Đá Trắng,"Quốc lộ 6, Xã Phú Cường, Huyện Tân Lạc, Hoà Bình","Đèo Đá Trắng hay còn được biết với cái tên khác là Đèo Thung Khe, đây là địa điểm nằm trên QL6 nối giữa Mai Châu và Tân Lạc (Hòa Bình). Vừa qua, con đèo này là điểm check-in thu hút được sự quan tâm của nhiều dân phượt.",N/A
Bảo tàng không gian văn hóa Mường,"220 đường Tây Tiến, Phường Thái Bình, Thành phố Hòa Bình, Hoà Bình",Bảo tàng “Không gian Văn hoá Mường” là một công trình nghệ thuật. Bắt nguồn từ niềm cảm hứng sâu sắc của một Họa sĩ trẻ với khát vọng tái hiện lại toàn bộ không gian sống của người Mường.,N/A
Ba Khan,N/A,"Ba Khan là điểm đến mới được khám phá ở tỉnh Hòa Bình, thích hợp cho mọi du khách đến tham quan, du ngoạn, picnic trong những ngày hè oi bức. Ba Khan là một xã thuộc huyện Mai Châu, tỉnh Hòa Bình, nằm ngay dưới chân đèo Thung Khe quanh năm mây mờ, sương phủ. Với phong cảnh núi non hữu tình, nhấp nhô trùng điệp, Ba Khan được ví như vịnh Hạ Long trên cạn.",N/A
Thiền viện Trúc Lâm Hậu Giang,"Ngã ba Vĩnh Tường, khu vực Bình Tân, Phường Vĩnh Tường, Thị xã Long Mỹ, Hậu Giang","Thiền viện Trúc Lâm Hậu Giang, tọa lạc tại Ngã ba Vĩnh Tường, khu vực Bình Tân, phường Vĩnh Tường, thị xã Long Mỹ, tỉnh Hậu Giang. Thiền viện Trúc Lâm Hậu Giang là nơi tu theo Thiền phái Trúc Lâm Yên Tử là điểm tựa tâm linh cho tăng ni, phật tử và người dân trong vùng.",N/A
Rừng Tràm Vị Thủy - Khu du lịch sinh thái Việt Úc,N/A,"Rừng tràm Vị Thủy là một trong những điểm đến nổi bật nhất ở Hậu Giang nói riêng và của vùng miền Tây nói chung. Khu du lịch sinh thái Rừng tràm Vị Thủy thuộc xã Vĩnh Tường, huyện Vị Thủy, tỉnh Hậu Giang, cách thành phố Vị Thanh khoảng 9 km về hướng Đông Nam, có diện tích khoảng 145ha.",N/A
Làng trầu Vị Thủy,"xã Vị Thủy, huyện Vị Thủy, tỉnh Hậu Giang, Xã Vị Thuỷ, Huyện Vị Thuỷ, Hậu Giang","Người Việt Nam ta vốn quen câu nói “Miếng trầu là đầu câu chuyện”. Ngay trong đời sống của người dân, trầu cau đã đi vào sự tích, thơ ca, từng gắn bó với đời sống vùng thôn quê một cách thân thiết, gần gũi thân thương nhất. Nét đẹp hồn quê ấy hiện vẫn còn được lưu giữ ở làng trầu Vị Thủy và lưu truyền từ bao đời nay.",N/A
Khu du lịch sinh thái Tầm Vu,N/A,"Nằm ở xã Tân Phú Thạnh, huyện Châu Thành A, Hậu Giang, khu du lịch sinh thái Tầm Vu có những nét bản sắc văn hóa, truyền thống của địa phương, có nhiều nhóm động vật quý hiếm và một hệ sinh thái cây ăn trái nhiệt đới phong phú. Đây còn là khu di tích cách mạng Tầm Vu xưa.",N/A
Khu căn cứ Tỉnh ủy (căn cứ Bà Bái),"ấp Phương Quới, Xã Phương Bình, Huyện Phụng Hiệp, Hậu Giang","Trong chiến dịch tổng tiến công và nổi dậy mùa xuân năm 1975 của toàn miền Nam, các đồng chí trong Ban Chấp hành tỉnh Đảng bộ cũng từ đây đi theo các mũi tiến công về Cần Thơ, Vị Thanh và các trọng điểm khác của ""Vùng IV chiến thuật"", đánh chiếm sân bay Trà Nóc, dinh tỉnh trưởng Cần Thơ. Vào hồi 11h30 ngày 30/4/1975, tiếng nói đầu tiên của UBND cách mạng được phát lên sóng của đài phát thanh Cần Thơ.",N/A
Khu Bảo tồn Thiên nhiên Lung Ngọc Hoàng,N/A,"Khu Bảo tồn Thiên nhiên Lung Ngọc Hoàng tọa lạc tại huyện Phụng Hiệp, tỉnh Hậu Giang cách thành phố Vị Thanh khoảng 40km. Với tổng diện tích trên 2.800ha trải dài từ phía Tây sông Hậu đến tận vùng U Minh, không chỉ được mệnh danh là “lá phổi xanh” của đồng bằng Sông Cửu Long, Lung Ngọc Hoàng còn là nơi bảo tồn đa dạng sinh học độc đáo nhất cả nước hiện nay.",N/A
Di tích lịch sử quốc gia đặc biệt Chiến thắng Chương Thiện,"Phường V, thành phố Vị Thanh và xã Vĩnh Viễn, huyện Long Mỹ , Phường IV, Thành phố Vị Thanh, Hậu Giang","Di tích lịch sử đặc biệt Chiến thắng Chương Thiện nơi ghi lại những bước thăng trầm của lịch sử tỉnh Hậu Giang trong cuộc chiến tranh với sự mất mát, hy sinh vì bình yên, ấm no, hạnh phúc của nhân dân. Di tích Chiến thắng Chương Thiện đã được xếp hạng là Di tích lịch sử Quốc gia đặc biệt và trở thành điểm đến không thể bỏ qua trong hành trình du lịch Hậu Giang.",N/A
Đền thờ Bác Hồ,"ấp 3, Xã Lương Tâm, Huyện Long Mỹ, Hậu Giang","Đền thờ Bác Hồ được xây dựng vào năm 1990 trên vùng đất phía Bắc, nơi giao nhau của hai con kinh là Long Mỹ II và Năm Căn, thuộc ấp 3, xã Lương Tâm, huyện Long Mỹ, cách thị trấn Long Mỹ 21km và TP Cần Thơ 78km về phía Tây Nam. Đền thờ Bác Hồ nay thuộc địa phận xã Lương Tâm, huyện Long Mỹ, tỉnh Hậu Giang.",N/A
Chùa Aranhứt,"ấp Long An A, Thị trấn Cái Tắc, Huyện Châu Thành A, Hậu Giang","Tọa lạc tại ấp Long An A, thị trấn Cái Tắc, huyện Châu Thành A, chùa Aranhứt được xác định là ngôi chùa Khmer cổ nhất tại Hậu Giang và là một trong những chùa Khmer cổ nhất ở ĐBSCL.",N/A
Hải đăng Kê Gà,"Cách Phan Thiết khoảng 30 km, Xã Tân Thành, Huyện Hàm Thuận Nam, Bình Thuận",,N/A
Núi lửa Chư Đăng Ya,"Cách trung tâm thành phố Pleiku khoảng 30km về hướng đông bắc, Xã Chư Đăng Ya, Huyện Chư Păh, Gia Lai",,N/A
Hồ T’Nưng,"Nằm ở phía bắc thành phố Pleiku, Xã Biển Hồ, Thành phố Pleiku, Gia Lai",,N/A
Biển Hồ chè,"Thuộc ấp Bình Định, Xã Sơn Lang, Huyện KBang, Gia Lai",,N/A
Núi Ngọc Linh,"Nằm trong dải dãy Trường Sơn với đỉnh cao nhất là đỉnh Ngọc Linh, Huyện Tu Mơ Rông, Kon Tum",,N/A
Thác Dray Sáp,"Nằm trên dòng Serepôk, Xã Đắk Sôr, Huyện Krông Nô, Đắk Nông",,N/A
Hồ Tà Đùng,"Hồ Tà Đùng gắn với đập thủy điện Đồng Nai, Xã Đắk Plao, Huyện Đăk Glong, Đắk Nông",,N/A
Linh Sơn Viên Giác Tự,N/A,"Kiến Thụy, miền đất địa linh nhân kiệt, một miền quê sản sinh những con người tuấn kiệt. Vùng quê anh hùng có Kim Sơn kháng Nhật, có Dương Kinh nhà Mạc lẫy lừng một thuở với con người cần mẫn, chịu thương chịu khó, hiếu học mà đầy sáng tạo trong lao động sản xuất, từng bước đưa cuộc sống ngày một phát triển, phồn vinh an lạc. Đồng thời, Kiến Thụy còn là một miền đất giàu truyền thống văn hóa tâm linh. Nhiều ngôi chùa được xây dựng khắp các làng xã trong toàn huyện, cùng với nhiều lễ hội văn hóa được tổ chức nơi đây góp phần làm giàu bản sắc dân tộc của quê hương, đất nước.",N/A
Thác Pongour,"Nằm trên sông Đa Nhim, Xã Phú Hội, Huyện Đức Trọng, Lâm Đồng",,N/A
Hồ Tuyền Lâm,"Nằm cách trung tâm thành phố Đà Lạt 5km về hướng nam, Phường 3, Thành phố Đà Lạt, Lâm Đồng",,N/A
Khu Di tích núi Voi,"Thôn An Luận, Tiên Hội - xã An Tiến,Thôn Chi Lai - xã Trường Thành, Xã Trường Thành, Huyện An Lão, Thành phố Hải Phòng","Núi Voi thuộc huyện An Lão, cách trung tâm thành phố 20km. Núi Voi - Xuân Sơn là một quần thể núi đá, núi đất khá cao, xen kẽ lẫn nhau, nhấp nhô, uốn khúc qua địa phận của 3 xã Trường Thành, An Tiến và An Thắng của huyện An Lão, thành phố Hải Phòng.",N/A
Cung đường Tà Năng,N/A,,N/A
Núi Lang Bian,"Nằm ở phía bắc thành phố Đà Lạt 12km, Thị trấn Lạc Dương, Huyện Lạc Dương, Lâm Đồng","Vị trí: Núi Lang Bian nằm trên địa bàn huyện Lạc Dương, cách trung tâm thành phố Đà Lạt 12km về phía bắc.

	Đặc điểm: Đây là địa điểm thích hợp cho các nhà dân tộc học, cho các du khách yêu văn hoá truyền thống đến nghiên cứu văn hoá của các dân tộc Nam Tây Nguyên.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/Langbian05thienJPG.jpg
Cù Lao Câu,"Cách thành phố Phan Thiết khoảng 110km về hướng Đông Bắc, Xã Vĩnh Hảo, Huyện Tuy Phong, Bình Thuận",,N/A
Chùa Cao Linh,"Quốc lộ 10, Xã Bắc Sơn, Huyện An Dương, Thành phố Hải Phòng","Chùa Cao Linh có diện tích 49.000m2 và tọa lạc tại phía tây cửa ngõ của thành phố Hải Phòng. Chùa được xây dựng giữa một vùng đất cao ráo, rộng lớn, thuộc địa bàn Hà Liên, nay là thôn Bắc Hà, xã Bắc Sơn, huyện An Dương, thành phố Hải Phòng.",N/A
Bãi biển Kỳ Co,"nằm dưới chân núi Phương Mai, thuộc địa phận xã Nhơn Lý, TP.","Đặc điểm: được ví như Maldives của Việt Nam với biển xanh, cát trắng, nắng vàng",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/BinhDinh/Bienkyco/Bienkyco1.jpg
Cù lao Chàm,"Cù Lao Chàm thuộc xã đảo Tân Hiệp, thành phố Hội An, tỉnh Quảng Nam, cách Cửa Đại khoảng 15km, cách phố cổ Hội An khoảng 18km về phía đông.","Đặc điểm: Đây là một trong số rất ít đảo của Việt Nam còn giữ được thảm thực vật có độ che phủ tương đối lớn, là nơi cư trú của nhiều loại động vật quý hiếm trên bờ, dưới biển.",http://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangNam/CuLaoCham/ChamIslands9.jpg
Phá Tam Giang,"Phá Tam Giang giới hạn phía bắc là cửa sông Ô Lâu, phía nam là cửa sông Hương thông với biển qua cửa Thuận An, thuộc địa phận 12 xã của ba huyện Quảng Ðiền, Phong Ðiền và Hương Trà.","Đặc điểm: Phá Tam Giang và Cầu Hai là 2 đầm phá nước lợ lớn nhất, tiêu biểu nhất ở Việt Nam.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/58phatamgiang01.jpg
Sông Hương,Dòng sông thơ mộng chảy qua Tp.,"Đặc điểm: Sông Hương đẹp từ nguồn, uốn lượn quanh co giữa núi rừng, đồi cây mang theo những mùi vị hương thơm của thảo mộc rừng nhiệt đới.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/ThuathienHue/SongHuong/Perfume-River-Huong-River.jpg
Động Thiên Đường,"xã Sơn Trạch, huyện Bố Trạch, tỉnh Quảng Bình, cách trung tâm thành phố Đồng Hới khoảng 70km về phía tây bắc.","Đặc điểm: Thiên Đường là hang động khô dài nhất châu Á với chiều dài 31,4km.",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/QuangBinh/DongThienduong/ThienDuongGrotto-8JPG.jpg
Hang Sơn Đoòng,"Xã Sơn Trạch, huyện Bố Trạch, tỉnh Quảng Bình, thuộc vùng lõi Vườn quốc gia Phong Nha - Kẻ Bàng.",Đặc điểm: Là hang động tự nhiên lớn nhất thế giới hiện nay.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/SonDong.jpg
